Trial ID,Cancer Type,Trial Name,Location,Contact Info,Status
LY7111,Lymphoma,Lymphoma Trial #12,"St. Louis, Missouri",lymphoma@trials.org / (800) 555-7111,Recruiting
LY7112,Lymphoma,Lymphoma Trial #13,"Milwaukee, Wisconsin",lymphoma@trials.org / (800) 555-7112,Recruiting
LY7113,Lymphoma,Lymphoma Trial #14,"Omaha, Nebraska",lymphoma@trials.org / (800) 555-7113,Recruiting
LY7114,Lymphoma,Lymphoma Trial #15,"Albuquerque, New Mexico",lymphoma@trials.org / (800) 555-7114,Recruiting
LY7115,Lymphoma,Lymphoma Trial #16,"Oklahoma City, Oklahoma",lymphoma@trials.org / (800) 555-7115,Recruiting
LY7116,Lymphoma,Lymphoma Trial #17,"Richmond, Virginia",lymphoma@trials.org / (800) 555-7116,Recruiting
LY7117,Lymphoma,Lymphoma Trial #18,"Louisville, Kentucky",lymphoma@trials.org / (800) 555-7117,Recruiting
LY7118,Lymphoma,Lymphoma Trial #19,"Hartford, Connecticut",lymphoma@trials.org / (800) 555-7118,Recruiting
LY7119,Lymphoma,Lymphoma Trial #20,"Providence, Rhode Island",lymphoma@trials.org / (800) 555-7119,Recruiting
MC7200,Mouth Cancer,Mouth Cancer Trial #1,"Anchorage, Alaska",mouth_cancer@trials.org / (800) 555-7200,Recruiting
MC7201,Mouth Cancer,Mouth Cancer Trial #2,"Boise, Idaho",mouth_cancer@trials.org / (800) 555-7201,Recruiting
MC7202,Mouth Cancer,Mouth Cancer Trial #3,"Cheyenne, Wyoming",mouth_cancer@trials.org / (800) 555-7202,Recruiting
MC7203,Mouth Cancer,Mouth Cancer Trial #4,"Helena, Montana",mouth_cancer@trials.org / (800) 555-7203,Recruiting
MC7204,Mouth Cancer,Mouth Cancer Trial #5,"Bismarck, North Dakota",mouth_cancer@trials.org / (800) 555-7204,Recruiting
MC7205,Mouth Cancer,Mouth Cancer Trial #6,"Pierre, South Dakota",mouth_cancer@trials.org / (800) 555-7205,Recruiting
MC7206,Mouth Cancer,Mouth Cancer Trial #7,"Des Moines, Iowa",mouth_cancer@trials.org / (800) 555-7206,Recruiting
MC7207,Mouth Cancer,Mouth Cancer Trial #8,"Little Rock, Arkansas",mouth_cancer@trials.org / (800) 555-7207,Recruiting
MC7208,Mouth Cancer,Mouth Cancer Trial #9,"Jackson, Mississippi",mouth_cancer@trials.org / (800) 555-7208,Recruiting
MC7209,Mouth Cancer,Mouth Cancer Trial #10,"Montpelier, Vermont",mouth_cancer@trials.org / (800) 555-7209,Recruiting
MC7210,Mouth Cancer,Mouth Cancer Trial #11,"Concord, New Hampshire",mouth_cancer@trials.org / (800) 555-7210,Recruiting
MC7211,Mouth Cancer,Mouth Cancer Trial #12,"Dover, Delaware",mouth_cancer@trials.org / (800) 555-7211,Recruiting
MC7212,Mouth Cancer,Mouth Cancer Trial #13,"Charleston, West Virginia",mouth_cancer@trials.org / (800) 555-7212,Recruiting
MC7213,Mouth Cancer,Mouth Cancer Trial #14,"Augusta, Maine",mouth_cancer@trials.org / (800) 555-7213,Recruiting
MC7214,Mouth Cancer,Mouth Cancer Trial #15,"Honolulu, Hawaii",mouth_cancer@trials.org / (800) 555-7214,Recruiting
MC7215,Mouth Cancer,Mouth Cancer Trial #16,"Springfield, Illinois",mouth_cancer@trials.org / (800) 555-7215,Recruiting
MC7216,Mouth Cancer,Mouth Cancer Trial #17,"Trenton, New Jersey",mouth_cancer@trials.org / (800) 555-7216,Recruiting
MC7217,Mouth Cancer,Mouth Cancer Trial #18,"Raleigh, North Carolina",mouth_cancer@trials.org / (800) 555-7217,Recruiting
MC7218,Mouth Cancer,Mouth Cancer Trial #19,"Columbia, South Carolina",mouth_cancer@trials.org / (800) 555-7218,Recruiting
MC7219,Mouth Cancer,Mouth Cancer Trial #20,"Topeka, Kansas",mouth_cancer@trials.org / (800) 555-7219,Recruiting
BR8200,Brain Cancer,Brain Cancer Trial #1,"Seattle, Washington",brain@trials.org / (800) 555-8200,Recruiting
BR8201,Brain Cancer,Brain Cancer Trial #2,"Boston, Massachusetts",brain@trials.org / (800) 555-8201,Recruiting
BR8202,Brain Cancer,Brain Cancer Trial #3,"New York, New York",brain@trials.org / (800) 555-8202,Recruiting
BR8203,Brain Cancer,Brain Cancer Trial #4,"Chicago, Illinois",brain@trials.org / (800) 555-8203,Recruiting
BR8204,Brain Cancer,Brain Cancer Trial #5,"Los Angeles, California",brain@trials.org / (800) 555-8204,Recruiting
BR8205,Brain Cancer,Brain Cancer Trial #6,"Philadelphia, Pennsylvania",brain@trials.org / (800) 555-8205,Recruiting
BR8206,Brain Cancer,Brain Cancer Trial #7,"Houston, Texas",brain@trials.org / (800) 555-8206,Recruiting
BR8207,Brain Cancer,Brain Cancer Trial #8,"San Francisco, California",brain@trials.org / (800) 555-8207,Recruiting
BR8208,Brain Cancer,Brain Cancer Trial #9,"Dallas, Texas",brain@trials.org / (800) 555-8208,Recruiting
BR8209,Brain Cancer,Brain Cancer Trial #10,"Denver, Colorado",brain@trials.org / (800) 555-8209,Recruiting
BR8210,Brain Cancer,Brain Cancer Trial #11,"Portland, Oregon",brain@trials.org / (800) 555-8210,Recruiting
BR8211,Brain Cancer,Brain Cancer Trial #12,"Minneapolis, Minnesota",brain@trials.org / (800) 555-8211,Recruiting
BR8212,Brain Cancer,Brain Cancer Trial #13,"San Diego, California",brain@trials.org / (800) 555-8212,Recruiting
BR8213,Brain Cancer,Brain Cancer Trial #14,"Atlanta, Georgia",brain@trials.org / (800) 555-8213,Recruiting
BR8214,Brain Cancer,Brain Cancer Trial #15,"Charlotte, North Carolina",brain@trials.org / (800) 555-8214,Recruiting
BR8215,Brain Cancer,Brain Cancer Trial #16,"Phoenix, Arizona",brain@trials.org / (800) 555-8215,Recruiting
BR8216,Brain Cancer,Brain Cancer Trial #17,"Indianapolis, Indiana",brain@trials.org / (800) 555-8216,Recruiting
BR8217,Brain Cancer,Brain Cancer Trial #18,"Columbus, Ohio",brain@trials.org / (800) 555-8217,Recruiting
BR8218,Brain Cancer,Brain Cancer Trial #19,"St. Louis, Missouri",brain@trials.org / (800) 555-8218,Recruiting
BR8219,Brain Cancer,Brain Cancer Trial #20,"Miami, Florida",brain@trials.org / (800) 555-8219,Recruiting
SC7800,Skin Cancer,Skin Cancer Trial #1,"Miami, Florida",skin@trials.org / (800) 555-7800,Recruiting
SC7801,Skin Cancer,Skin Cancer Trial #2,"Phoenix, Arizona",skin@trials.org / (800) 555-7801,Recruiting
SC7802,Skin Cancer,Skin Cancer Trial #3,"Denver, Colorado",skin@trials.org / (800) 555-7802,Recruiting
SC7803,Skin Cancer,Skin Cancer Trial #4,"Houston, Texas",skin@trials.org / (800) 555-7803,Recruiting
SC7804,Skin Cancer,Skin Cancer Trial #5,"San Diego, California",skin@trials.org / (800) 555-7804,Recruiting
SC7805,Skin Cancer,Skin Cancer Trial #6,"Los Angeles, California",skin@trials.org / (800) 555-7805,Recruiting
SC7806,Skin Cancer,Skin Cancer Trial #7,"San Jose, California",skin@trials.org / (800) 555-7806,Recruiting
SC7807,Skin Cancer,Skin Cancer Trial #8,"San Francisco, California",skin@trials.org / (800) 555-7807,Recruiting
SC7808,Skin Cancer,Skin Cancer Trial #9,"Chicago, Illinois",skin@trials.org / (800) 555-7808,Recruiting
SC7809,Skin Cancer,Skin Cancer Trial #10,"Dallas, Texas",skin@trials.org / (800) 555-7809,Recruiting
SC7810,Skin Cancer,Skin Cancer Trial #11,"Seattle, Washington",skin@trials.org / (800) 555-7810,Recruiting
SC7811,Skin Cancer,Skin Cancer Trial #12,"Portland, Oregon",skin@trials.org / (800) 555-7811,Recruiting
SC7812,Skin Cancer,Skin Cancer Trial #13,"New York, New York",skin@trials.org / (800) 555-7812,Recruiting
SC7813,Skin Cancer,Skin Cancer Trial #14,"Boston, Massachusetts",skin@trials.org / (800) 555-7813,Recruiting
SC7814,Skin Cancer,Skin Cancer Trial #15,"Atlanta, Georgia",skin@trials.org / (800) 555-7814,Recruiting
SC7815,Skin Cancer,Skin Cancer Trial #16,"Charlotte, North Carolina",skin@trials.org / (800) 555-7815,Recruiting
SC7816,Skin Cancer,Skin Cancer Trial #17,"Nashville, Tennessee",skin@trials.org / (800) 555-7816,Recruiting
SC7817,Skin Cancer,Skin Cancer Trial #18,"Columbus, Ohio",skin@trials.org / (800) 555-7817,Recruiting
SC7818,Skin Cancer,Skin Cancer Trial #19,"Indianapolis, Indiana",skin@trials.org / (800) 555-7818,Recruiting
SC7819,Skin Cancer,Skin Cancer Trial #20,"Tampa, Florida",skin@trials.org / (800) 555-7819,Recruiting
TH8700,Thyroid Cancer,Thyroid Cancer Trial #1,"Atlanta, Georgia",thyroid@trials.org / (800) 555-8700,Recruiting
TH8701,Thyroid Cancer,Thyroid Cancer Trial #2,"Salt Lake City, Utah",thyroid@trials.org / (800) 555-8701,Recruiting
TH8702,Thyroid Cancer,Thyroid Cancer Trial #3,"Charlotte, North Carolina",thyroid@trials.org / (800) 555-8702,Recruiting
TH8703,Thyroid Cancer,Thyroid Cancer Trial #4,"Indianapolis, Indiana",thyroid@trials.org / (800) 555-8703,Recruiting
TH8704,Thyroid Cancer,Thyroid Cancer Trial #5,"Columbus, Ohio",thyroid@trials.org / (800) 555-8704,Recruiting
TH8705,Thyroid Cancer,Thyroid Cancer Trial #6,"Chicago, Illinois",thyroid@trials.org / (800) 555-8705,Recruiting
TH8706,Thyroid Cancer,Thyroid Cancer Trial #7,"New York, New York",thyroid@trials.org / (800) 555-8706,Recruiting
TH8707,Thyroid Cancer,Thyroid Cancer Trial #8,"Boston, Massachusetts",thyroid@trials.org / (800) 555-8707,Recruiting
TH8708,Thyroid Cancer,Thyroid Cancer Trial #9,"Dallas, Texas",thyroid@trials.org / (800) 555-8708,Recruiting
TH8709,Thyroid Cancer,Thyroid Cancer Trial #10,"Houston, Texas",thyroid@trials.org / (800) 555-8709,Recruiting
TH8710,Thyroid Cancer,Thyroid Cancer Trial #11,"Los Angeles, California",thyroid@trials.org / (800) 555-8710,Recruiting
TH8711,Thyroid Cancer,Thyroid Cancer Trial #12,"San Diego, California",thyroid@trials.org / (800) 555-8711,Recruiting
TH8712,Thyroid Cancer,Thyroid Cancer Trial #13,"San Jose, California",thyroid@trials.org / (800) 555-8712,Recruiting
TH8713,Thyroid Cancer,Thyroid Cancer Trial #14,"Phoenix, Arizona",thyroid@trials.org / (800) 555-8713,Recruiting
TH8714,Thyroid Cancer,Thyroid Cancer Trial #15,"Seattle, Washington",thyroid@trials.org / (800) 555-8714,Recruiting
TH8715,Thyroid Cancer,Thyroid Cancer Trial #16,"Philadelphia, Pennsylvania",thyroid@trials.org / (800) 555-8715,Recruiting
TH8716,Thyroid Cancer,Thyroid Cancer Trial #17,"Portland, Oregon",thyroid@trials.org / (800) 555-8716,Recruiting
TH8717,Thyroid Cancer,Thyroid Cancer Trial #18,"St. Louis, Missouri",thyroid@trials.org / (800) 555-8717,Recruiting
TH8718,Thyroid Cancer,Thyroid Cancer Trial #19,"Minneapolis, Minnesota",thyroid@trials.org / (800) 555-8718,Recruiting
TH8719,Thyroid Cancer,Thyroid Cancer Trial #20,"Orlando, Florida",thyroid@trials.org / (800) 555-8719,Recruiting
OV6000,Ovarian Cancer,Ovarian Cancer Trial #1,"New York, New York",ovarian@trials.org / (800) 555-6000,Recruiting
OV6001,Ovarian Cancer,Ovarian Cancer Trial #2,"Boston, Massachusetts",ovarian@trials.org / (800) 555-6001,Recruiting
OV6002,Ovarian Cancer,Ovarian Cancer Trial #3,"Chicago, Illinois",ovarian@trials.org / (800) 555-6002,Recruiting
OV6003,Ovarian Cancer,Ovarian Cancer Trial #4,"Los Angeles, California",ovarian@trials.org / (800) 555-6003,Recruiting
OV6004,Ovarian Cancer,Ovarian Cancer Trial #5,"Philadelphia, Pennsylvania",ovarian@trials.org / (800) 555-6004,Recruiting
OV6005,Ovarian Cancer,Ovarian Cancer Trial #6,"Houston, Texas",ovarian@trials.org / (800) 555-6005,Recruiting
OV6006,Ovarian Cancer,Ovarian Cancer Trial #7,"Phoenix, Arizona",ovarian@trials.org / (800) 555-6006,Recruiting
OV6007,Ovarian Cancer,Ovarian Cancer Trial #8,"San Francisco, California",ovarian@trials.org / (800) 555-6007,Recruiting
OV6008,Ovarian Cancer,Ovarian Cancer Trial #9,"Dallas, Texas",ovarian@trials.org / (800) 555-6008,Recruiting
OV6009,Ovarian Cancer,Ovarian Cancer Trial #10,"Seattle, Washington",ovarian@trials.org / (800) 555-6009,Recruiting
OV6010,Ovarian Cancer,Ovarian Cancer Trial #11,"Portland, Oregon",ovarian@trials.org / (800) 555-6010,Recruiting
OV6011,Ovarian Cancer,Ovarian Cancer Trial #12,"Minneapolis, Minnesota",ovarian@trials.org / (800) 555-6011,Recruiting
OV6012,Ovarian Cancer,Ovarian Cancer Trial #13,"Atlanta, Georgia",ovarian@trials.org / (800) 555-6012,Recruiting
OV6013,Ovarian Cancer,Ovarian Cancer Trial #14,"Charlotte, North Carolina",ovarian@trials.org / (800) 555-6013,Recruiting
OV6014,Ovarian Cancer,Ovarian Cancer Trial #15,"Indianapolis, Indiana",ovarian@trials.org / (800) 555-6014,Recruiting
OV6015,Ovarian Cancer,Ovarian Cancer Trial #16,"Columbus, Ohio",ovarian@trials.org / (800) 555-6015,Recruiting
OV6016,Ovarian Cancer,Ovarian Cancer Trial #17,"St. Louis, Missouri",ovarian@trials.org / (800) 555-6016,Recruiting
OV6017,Ovarian Cancer,Ovarian Cancer Trial #18,"San Diego, California",ovarian@trials.org / (800) 555-6017,Recruiting
OV6018,Ovarian Cancer,Ovarian Cancer Trial #19,"Tampa, Florida",ovarian@trials.org / (800) 555-6018,Recruiting
OV6019,Ovarian Cancer,Ovarian Cancer Trial #20,"Orlando, Florida",ovarian@trials.org / (800) 555-6019,Recruiting
BL6500,Bladder Cancer,Bladder Cancer Trial #1,"Chicago, Illinois",bladder@trials.org / (800) 555-6500,Recruiting
BL6501,Bladder Cancer,Bladder Cancer Trial #2,"New York, New York",bladder@trials.org / (800) 555-6501,Recruiting
BL6502,Bladder Cancer,Bladder Cancer Trial #3,"Boston, Massachusetts",bladder@trials.org / (800) 555-6502,Recruiting
BL6503,Bladder Cancer,Bladder Cancer Trial #4,"Philadelphia, Pennsylvania",bladder@trials.org / (800) 555-6503,Recruiting
BL6504,Bladder Cancer,Bladder Cancer Trial #5,"Houston, Texas",bladder@trials.org / (800) 555-6504,Recruiting
BL6505,Bladder Cancer,Bladder Cancer Trial #6,"San Francisco, California",bladder@trials.org / (800) 555-6505,Recruiting
BL6506,Bladder Cancer,Bladder Cancer Trial #7,"Phoenix, Arizona",bladder@trials.org / (800) 555-6506,Recruiting
BL6507,Bladder Cancer,Bladder Cancer Trial #8,"Dallas, Texas",bladder@trials.org / (800) 555-6507,Recruiting
BL6508,Bladder Cancer,Bladder Cancer Trial #9,"Seattle, Washington",bladder@trials.org / (800) 555-6508,Recruiting
BL6509,Bladder Cancer,Bladder Cancer Trial #10,"Los Angeles, California",bladder@trials.org / (800) 555-6509,Recruiting
BL6510,Bladder Cancer,Bladder Cancer Trial #11,"San Diego, California",bladder@trials.org / (800) 555-6510,Recruiting
BL6511,Bladder Cancer,Bladder Cancer Trial #12,"Portland, Oregon",bladder@trials.org / (800) 555-6511,Recruiting
BL6512,Bladder Cancer,Bladder Cancer Trial #13,"Minneapolis, Minnesota",bladder@trials.org / (800) 555-6512,Recruiting
BL6513,Bladder Cancer,Bladder Cancer Trial #14,"Atlanta, Georgia",bladder@trials.org / (800) 555-6513,Recruiting
BL6514,Bladder Cancer,Bladder Cancer Trial #15,"Charlotte, North Carolina",bladder@trials.org / (800) 555-6514,Recruiting
BL6515,Bladder Cancer,Bladder Cancer Trial #16,"Indianapolis, Indiana",bladder@trials.org / (800) 555-6515,Recruiting
BL6516,Bladder Cancer,Bladder Cancer Trial #17,"Columbus, Ohio",bladder@trials.org / (800) 555-6516,Recruiting
BL6517,Bladder Cancer,Bladder Cancer Trial #18,"St. Louis, Missouri",bladder@trials.org / (800) 555-6517,Recruiting
BL6518,Bladder Cancer,Bladder Cancer Trial #19,"Tampa, Florida",bladder@trials.org / (800) 555-6518,Recruiting
BL6519,Bladder Cancer,Bladder Cancer Trial #20,"Miami, Florida",bladder@trials.org / (800) 555-6519,Recruiting
ES7300,Esophageal Cancer,Esophageal Cancer Trial #1,"Boston, Massachusetts",esophageal@trials.org / (800) 555-7300,Recruiting
ES7301,Esophageal Cancer,Esophageal Cancer Trial #2,"New York, New York",esophageal@trials.org / (800) 555-7301,Recruiting
ES7302,Esophageal Cancer,Esophageal Cancer Trial #3,"Chicago, Illinois",esophageal@trials.org / (800) 555-7302,Recruiting
ES7303,Esophageal Cancer,Esophageal Cancer Trial #4,"Philadelphia, Pennsylvania",esophageal@trials.org / (800) 555-7303,Recruiting
ES7304,Esophageal Cancer,Esophageal Cancer Trial #5,"Los Angeles, California",esophageal@trials.org / (800) 555-7304,Recruiting
ES7305,Esophageal Cancer,Esophageal Cancer Trial #6,"Houston, Texas",esophageal@trials.org / (800) 555-7305,Recruiting
ES7306,Esophageal Cancer,Esophageal Cancer Trial #7,"Phoenix, Arizona",esophageal@trials.org / (800) 555-7306,Recruiting
ES7307,Esophageal Cancer,Esophageal Cancer Trial #8,"Dallas, Texas",esophageal@trials.org / (800) 555-7307,Recruiting
ES7308,Esophageal Cancer,Esophageal Cancer Trial #9,"San Francisco, California",esophageal@trials.org / (800) 555-7308,Recruiting
ES7309,Esophageal Cancer,Esophageal Cancer Trial #10,"Seattle, Washington",esophageal@trials.org / (800) 555-7309,Recruiting
ES7310,Esophageal Cancer,Esophageal Cancer Trial #11,"San Diego, California",esophageal@trials.org / (800) 555-7310,Recruiting
ES7311,Esophageal Cancer,Esophageal Cancer Trial #12,"Portland, Oregon",esophageal@trials.org / (800) 555-7311,Recruiting
ES7312,Esophageal Cancer,Esophageal Cancer Trial #13,"Atlanta, Georgia",esophageal@trials.org / (800) 555-7312,Recruiting
ES7313,Esophageal Cancer,Esophageal Cancer Trial #14,"Charlotte, North Carolina",esophageal@trials.org / (800) 555-7313,Recruiting
ES7314,Esophageal Cancer,Esophageal Cancer Trial #15,"Minneapolis, Minnesota",esophageal@trials.org / (800) 555-7314,Recruiting
ES7315,Esophageal Cancer,Esophageal Cancer Trial #16,"Indianapolis, Indiana",esophageal@trials.org / (800) 555-7315,Recruiting
ES7316,Esophageal Cancer,Esophageal Cancer Trial #17,"Columbus, Ohio",esophageal@trials.org / (800) 555-7316,Recruiting
ES7317,Esophageal Cancer,Esophageal Cancer Trial #18,"St. Louis, Missouri",esophageal@trials.org / (800) 555-7317,Recruiting
ES7318,Esophageal Cancer,Esophageal Cancer Trial #19,"Tampa, Florida",esophageal@trials.org / (800) 555-7318,Recruiting
ES7319,Esophageal Cancer,Esophageal Cancer Trial #20,"Orlando, Florida",esophageal@trials.org / (800) 555-7319,Recruiting
LA7300, Laryngeal Cancer, Laryngeal Trial #1,"New York, New York", laryngeal@trials.org / (800) 555-7300, Recruiting
LA7301, Laryngeal Cancer, Laryngeal Trial #2,"Boston, Massachusetts", laryngeal@trials.org / (800) 555-7301, Recruiting
LA7302, Laryngeal Cancer, Laryngeal Trial #3,"Chicago, Illinois", laryngeal@trials.org / (800) 555-7302, Recruiting
LA7303, Laryngeal Cancer, Laryngeal Trial #4,"Philadelphia, Pennsylvania", laryngeal@trials.org / (800) 555-7303, Recruiting
LA7304, Laryngeal Cancer, Laryngeal Trial #5,"Houston, Texas", laryngeal@trials.org / (800) 555-7304, Recruiting
LA7305, Laryngeal Cancer, Laryngeal Trial #6,"Los Angeles, California", laryngeal@trials.org / (800) 555-7305, Recruiting
LA7306, Laryngeal Cancer, Laryngeal Trial #7,"Seattle, Washington", laryngeal@trials.org / (800) 555-7306, Recruiting
LA7307, Laryngeal Cancer, Laryngeal Trial #8,"San Diego, California", laryngeal@trials.org / (800) 555-7307, Recruiting
LA7308, Laryngeal Cancer, Laryngeal Trial #9,"Atlanta, Georgia", laryngeal@trials.org / (800) 555-7308, Recruiting
LA7309, Laryngeal Cancer, Laryngeal Trial #10,"Dallas, Texas", laryngeal@trials.org / (800) 555-7309, Recruiting
LA7310, Laryngeal Cancer, Laryngeal Trial #11,"Denver, Colorado", laryngeal@trials.org / (800) 555-7310, Recruiting
LA7311, Laryngeal Cancer, Laryngeal Trial #12,"Portland, Oregon", laryngeal@trials.org / (800) 555-7311, Recruiting
LA7312, Laryngeal Cancer, Laryngeal Trial #13,"Minneapolis, Minnesota", laryngeal@trials.org / (800) 555-7312, Recruiting
LA7313, Laryngeal Cancer, Laryngeal Trial #14,"Indianapolis, Indiana", laryngeal@trials.org / (800) 555-7313, Recruiting
LA7314, Laryngeal Cancer, Laryngeal Trial #15,"Charlotte, North Carolina", laryngeal@trials.org / (800) 555-7314, Recruiting
LA7315, Laryngeal Cancer, Laryngeal Trial #16,"Nashville, Tennessee", laryngeal@trials.org / (800) 555-7315, Recruiting
LA7316, Laryngeal Cancer, Laryngeal Trial #17,"Phoenix, Arizona", laryngeal@trials.org / (800) 555-7316, Recruiting
LA7317, Laryngeal Cancer, Laryngeal Trial #18,"Salt Lake City, Utah", laryngeal@trials.org / (800) 555-7317, Recruiting
LA7318, Laryngeal Cancer, Laryngeal Trial #19,"Columbus, Ohio", laryngeal@trials.org / (800) 555-7318, Recruiting
LA7319, Laryngeal Cancer, Laryngeal Trial #20,"Baltimore, Maryland", laryngeal@trials.org / (800) 555-7319, Recruiting
ME7400, Melanoma, Melanoma Trial #1,"New York, New York", melanoma@trials.org / (800) 555-7400, Recruiting
ME7401, Melanoma, Melanoma Trial #2,"Boston, Massachusetts", melanoma@trials.org / (800) 555-7401, Recruiting
ME7402, Melanoma, Melanoma Trial #3,"Chicago, Illinois", melanoma@trials.org / (800) 555-7402, Recruiting
ME7403, Melanoma, Melanoma Trial #4,"Philadelphia, Pennsylvania", melanoma@trials.org / (800) 555-7403, Recruiting
ME7404, Melanoma, Melanoma Trial #5,"Houston, Texas", melanoma@trials.org / (800) 555-7404, Recruiting
ME7405, Melanoma, Melanoma Trial #6,"Los Angeles, California", melanoma@trials.org / (800) 555-7405, Recruiting
ME7406, Melanoma, Melanoma Trial #7,"Seattle, Washington", melanoma@trials.org / (800) 555-7406, Recruiting
ME7407, Melanoma, Melanoma Trial #8,"San Diego, California", melanoma@trials.org / (800) 555-7407, Recruiting
ME7408, Melanoma, Melanoma Trial #9,"Atlanta, Georgia", melanoma@trials.org / (800) 555-7408, Recruiting
ME7409, Melanoma, Melanoma Trial #10,"Dallas, Texas", melanoma@trials.org / (800) 555-7409, Recruiting
ME7410, Melanoma, Melanoma Trial #11,"Denver, Colorado", melanoma@trials.org / (800) 555-7410, Recruiting
ME7411, Melanoma, Melanoma Trial #12,"Portland, Oregon", melanoma@trials.org / (800) 555-7411, Recruiting
ME7412, Melanoma, Melanoma Trial #13,"Minneapolis, Minnesota", melanoma@trials.org / (800) 555-7412, Recruiting
ME7413, Melanoma, Melanoma Trial #14,"Indianapolis, Indiana", melanoma@trials.org / (800) 555-7413, Recruiting
ME7414, Melanoma, Melanoma Trial #15,"Charlotte, North Carolina", melanoma@trials.org / (800) 555-7414, Recruiting
ME7415, Melanoma, Melanoma Trial #16,"Nashville, Tennessee", melanoma@trials.org / (800) 555-7415, Recruiting
ME7416, Melanoma, Melanoma Trial #17,"Phoenix, Arizona", melanoma@trials.org / (800) 555-7416, Recruiting
ME7417, Melanoma, Melanoma Trial #18,"Salt Lake City, Utah", melanoma@trials.org / (800) 555-7417, Recruiting
ME7418, Melanoma, Melanoma Trial #19,"Columbus, Ohio", melanoma@trials.org / (800) 555-7418, Recruiting
ME7419, Melanoma, Melanoma Trial #20,"Baltimore, Maryland", melanoma@trials.org / (800) 555-7419, Recruiting
TC7500, Testicular Cancer, Testicular Trial #1,"New York, New York", testicular@trials.org / (800) 555-7500, Recruiting
TC7501, Testicular Cancer, Testicular Trial #2,"Boston, Massachusetts", testicular@trials.org / (800) 555-7501, Recruiting
TC7502, Testicular Cancer, Testicular Trial #3,"Chicago, Illinois", testicular@trials.org / (800) 555-7502, Recruiting
TC7503, Testicular Cancer, Testicular Trial #4,"Philadelphia, Pennsylvania", testicular@trials.org / (800) 555-7503, Recruiting
TC7504, Testicular Cancer, Testicular Trial #5,"Houston, Texas", testicular@trials.org / (800) 555-7504, Recruiting
TC7505, Testicular Cancer, Testicular Trial #6,"Los Angeles, California", testicular@trials.org / (800) 555-7505, Recruiting
TC7506, Testicular Cancer, Testicular Trial #7,"Seattle, Washington", testicular@trials.org / (800) 555-7506, Recruiting
TC7507, Testicular Cancer, Testicular Trial #8,"San Diego, California", testicular@trials.org / (800) 555-7507, Recruiting
TC7508, Testicular Cancer, Testicular Trial #9,"Atlanta, Georgia", testicular@trials.org / (800) 555-7508, Recruiting
TC7509, Testicular Cancer, Testicular Trial #10,"Dallas, Texas", testicular@trials.org / (800) 555-7509, Recruiting
TC7510, Testicular Cancer, Testicular Trial #11,"Denver, Colorado", testicular@trials.org / (800) 555-7510, Recruiting
TC7511, Testicular Cancer, Testicular Trial #12,"Portland, Oregon", testicular@trials.org / (800) 555-7511, Recruiting
TC7512, Testicular Cancer, Testicular Trial #13,"Minneapolis, Minnesota", testicular@trials.org / (800) 555-7512, Recruiting
TC7513, Testicular Cancer, Testicular Trial #14,"Indianapolis, Indiana", testicular@trials.org / (800) 555-7513, Recruiting
TC7514, Testicular Cancer, Testicular Trial #15,"Charlotte, North Carolina", testicular@trials.org / (800) 555-7514, Recruiting
TC7515, Testicular Cancer, Testicular Trial #16,"Nashville, Tennessee", testicular@trials.org / (800) 555-7515, Recruiting
TC7516, Testicular Cancer, Testicular Trial #17,"Phoenix, Arizona", testicular@trials.org / (800) 555-7516, Recruiting
TC7517, Testicular Cancer, Testicular Trial #18,"Salt Lake City, Utah", testicular@trials.org / (800) 555-7517, Recruiting
TC7518, Testicular Cancer, Testicular Trial #19,"Columbus, Ohio", testicular@trials.org / (800) 555-7518, Recruiting
TC7519, Testicular Cancer, Testicular Trial #20,"Baltimore, Maryland", testicular@trials.org / (800) 555-7519, Recruiting
BO7600, Bone Cancer, Bone Trial #1,"New York, New York", bone@trials.org / (800) 555-7600, Recruiting
BO7601, Bone Cancer, Bone Trial #2,"Boston, Massachusetts", bone@trials.org / (800) 555-7601, Recruiting
BO7602, Bone Cancer, Bone Trial #3,"Chicago, Illinois", bone@trials.org / (800) 555-7602, Recruiting
BO7603, Bone Cancer, Bone Trial #4,"Philadelphia, Pennsylvania", bone@trials.org / (800) 555-7603, Recruiting
BO7604, Bone Cancer, Bone Trial #5,"Houston, Texas", bone@trials.org / (800) 555-7604, Recruiting
BO7605, Bone Cancer, Bone Trial #6,"Los Angeles, California", bone@trials.org / (800) 555-7605, Recruiting
BO7606, Bone Cancer, Bone Trial #7,"Seattle, Washington", bone@trials.org / (800) 555-7606, Recruiting
BO7607, Bone Cancer, Bone Trial #8,"San Diego, California", bone@trials.org / (800) 555-7607, Recruiting
BO7608, Bone Cancer, Bone Trial #9,"Atlanta, Georgia", bone@trials.org / (800) 555-7608, Recruiting
BO7609, Bone Cancer, Bone Trial #10,"Dallas, Texas", bone@trials.org / (800) 555-7609, Recruiting
BO7610, Bone Cancer, Bone Trial #11,"Denver, Colorado", bone@trials.org / (800) 555-7610, Recruiting
BO7611, Bone Cancer, Bone Trial #12,"Portland, Oregon", bone@trials.org / (800) 555-7611, Recruiting
BO7612, Bone Cancer, Bone Trial #13,"Minneapolis, Minnesota", bone@trials.org / (800) 555-7612, Recruiting
BO7613, Bone Cancer, Bone Trial #14,"Indianapolis, Indiana", bone@trials.org / (800) 555-7613, Recruiting
